Date,Open,High,Low,Close,Volume
2018-11-14 00:00:00+08:00,9799.69,9823.25,9763.89,9791.88,1936800
2018-11-15 00:00:00+08:00,9806.58,9844.39,9755.12,9826.46,1981500
2018-11-16 00:00:00+08:00,9819.05,9851.29,9770.87,9797.09,2128300
2018-11-19 00:00:00+08:00,9795.47,9836.02,9779.4,9828.69,1612100
2018-11-20 00:00:00+08:00,9788.95,9800.03,9726.8,9743.99,1494300
2018-11-21 00:00:00+08:00,9698.52,9753.69,9632.47,9741.52,1656500
2018-11-22 00:00:00+08:00,9769.33,9792.99,9702.77,9714.71,1653700
2018-11-23 00:00:00+08:00,9730.64,9738.8,9654.91,9667.3,1478500
2018-11-26 00:00:00+08:00,9679.98,9847.35,9679.98,9765.36,1721700
2018-11-27 00:00:00+08:00,9728.95,9781.4,9688.74,9778.62,1887000
2018-11-28 00:00:00+08:00,9774.03,9890.89,9767.14,9884.31,2320700
2018-11-29 00:00:00+08:00,9959.87,10001.85,9885.36,9885.36,2548900
2018-11-30 00:00:00+08:00,9899.24,9957.63,9888.03,9888.03,3655700
2018-12-03 00:00:00+08:00,9979.21,10148.75,9979.21,10137.87,3055000
2018-12-04 00:00:00+08:00,10120.43,10126.02,10061.7,10083.54,2576200
2018-12-05 00:00:00+08:00,9971.98,9971.98,9895.29,9916.74,2025400
2018-12-06 00:00:00+08:00,9850.08,9850.08,9664.75,9684.72,2658000
2018-12-07 00:00:00+08:00,9719.46,9785.2,9719.46,9760.88,1716300
2018-12-10 00:00:00+08:00,9722.97,9722.97,9626.47,9647.54,1868800
2018-12-11 00:00:00+08:00,9661.72,9720.96,9661.72,9707.04,1768400
2018-12-12 00:00:00+08:00,9741.45,9835.56,9741.45,9816.45,1860200
2018-12-13 00:00:00+08:00,9827.32,9871.96,9815.5,9858.76,2034600
2018-12-14 00:00:00+08:00,9818.95,9818.95,9718.94,9774.16,1837600
2018-12-17 00:00:00+08:00,9762.49,9826.88,9733.98,9787.53,1597900
2018-12-18 00:00:00+08:00,9756.46,9756.67,9701.1,9718.82,1881600
2018-12-19 00:00:00+08:00,9720.92,9783.21,9720.92,9783.21,1782800
2018-12-20 00:00:00+08:00,9729.29,9741.55,9658.5,9674.52,1696500
2018-12-21 00:00:00+08:00,9648.98,9683.95,9585.32,9676.67,2087300
2018-12-24 00:00:00+08:00,9646.53,9658.95,9613.29,9639.7,1385100
2018-12-25 00:00:00+08:00,9559.7,9559.7,9479.06,9527.09,1458500
2018-12-26 00:00:00+08:00,9544.87,9591.91,9473.3,9478.99,1299700
2018-12-27 00:00:00+08:00,9555.01,9670.97,9555.01,9641.56,1511100
2018-12-28 00:00:00+08:00,9649.97,9727.41,9630.77,9727.41,1411300
2019-01-02 00:00:00+08:00,9725.27,9737.68,9542.52,9554.14,1239100
2019-01-03 00:00:00+08:00,9494.25,9554.53,9474.47,9492.42,1560800
2019-01-04 00:00:00+08:00,9427.24,9427.24,9319.28,9382.51,1842100
2019-01-07 00:00:00+08:00,9460.2,9596.35,9460.2,9590.3,1722300
